class_uri,class_curie,class_label,predicate_uri,predicate_curie,predicate_label,count
http://www.w3.org/ns/oa#SpecificResource,http://www.w3.org/ns/oa#SpecificResource,http://www.w3.org/ns/oa#SpecificResource,http://www.w3.org/ns/oa#hasSelector,http://www.w3.org/ns/oa#hasSelector,http://www.w3.org/ns/oa#hasSelector,2
http://www.w3.org/ns/oa#SpecificResource,http://www.w3.org/ns/oa#SpecificResource,http://www.w3.org/ns/oa#SpecificResource,http://www.w3.org/ns/oa#hasSource,http://www.w3.org/ns/oa#hasSource,http://www.w3.org/ns/oa#hasSource,2
http://www.w3.org/ns/oa#TextQuoteSelector,http://www.w3.org/ns/oa#TextQuoteSelector,http://www.w3.org/ns/oa#TextQuoteSelector,http://www.w3.org/ns/oa#refinedBy,http://www.w3.org/ns/oa#refinedBy,http://www.w3.org/ns/oa#refinedBy,2
http://schema.org/Audience,schema:Audience,schema:Audience,http://schema.org/audienceType,schema:audienceType,schema:audienceType,1
http://schema.org/Audience,schema:Audience,schema:Audience,http://schema.org/name,schema:name,schema:name,1
http://schema.org/Audience,schema:Audience,schema:Audience,http://wembrewind.live/ex#countryCount,ex:countryCount,ex:countryCount,1
http://schema.org/Audience,schema:Audience,schema:Audience,http://wembrewind.live/ex#viewerCount,ex:viewerCount,ex:viewerCount,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://schema.org/about,schema:about,schema:about,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://schema.org/broadcastOfEvent,schema:broadcastOfEvent,schema:broadcastOfEvent,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://schema.org/duration,schema:duration,schema:duration,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://schema.org/spatialCoverage,schema:spatialCoverage,schema:spatialCoverage,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://schema.org/superEvent,schema:superEvent,schema:superEvent,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://wembrewind.live/ex#facilitatedBy,ex:facilitatedBy,ex:facilitatedBy,1
http://schema.org/BroadcastEvent,schema:BroadcastEvent,schema:BroadcastEvent,http://wembrewind.live/ex#usedBroadcastInfrastructure,ex:usedBroadcastInfrastructure,ex:usedBroadcastInfrastructure,1
http://schema.org/CreativeWork,schema:CreativeWork,schema:CreativeWork,http://schema.org/location,schema:location,schema:location,1
http://schema.org/CreativeWork,schema:CreativeWork,schema:CreativeWork,http://www.w3.org/2000/01/rdf-schema#label,rdfs:label,rdfs:label,1
http://schema.org/CreativeWork,schema:CreativeWork,schema:CreativeWork,http://www.w3.org/2002/07/owl#sameAs,owl:sameAs,owl:sameAs,1
http://schema.org/CreativeWork,schema:CreativeWork,schema:CreativeWork,https://w3id.org/polifonia/ontology/music-meta/hasRecording,mm:hasRecording,mm:hasRecording,1
http://schema.org/Event,schema:Event,schema:Event,http://schema.org/about,schema:about,schema:about,1
http://schema.org/Event,schema:Event,schema:Event,http://schema.org/subjectOf,schema:subjectOf,schema:subjectOf,1
http://schema.org/Event,schema:Event,schema:Event,http://wembrewind.live/ex#relatedFact,ex:relatedFact,ex:relatedFact,1
http://schema.org/MusicEvent,schema:MusicEvent,schema:MusicEvent,http://schema.org/duration,schema:duration,schema:duration,1
http://schema.org/MusicEvent,schema:MusicEvent,schema:MusicEvent,http://schema.org/sameAs,schema:sameAs,schema:sameAs,1
http://schema.org/MusicEvent,schema:MusicEvent,schema:MusicEvent,http://wembrewind.live/ex#attendance,ex:attendance,ex:attendance,1
http://schema.org/MusicEvent,schema:MusicEvent,schema:MusicEvent,http://wembrewind.live/ex#hadBroadcast,ex:hadBroadcast,ex:hadBroadcast,1
http://schema.org/MusicEvent,schema:MusicEvent,schema:MusicEvent,http://wembrewind.live/ex#numberOfActs,ex:numberOfActs,ex:numberOfActs,1
http://schema.org/MusicEvent,schema:MusicEvent,schema:MusicEvent,http://wembrewind.live/ex#usedBroadcastInfrastructure,ex:usedBroadcastInfrastructure,ex:usedBroadcastInfrastructure,1
http://schema.org/MusicGroup,schema:MusicGroup,schema:MusicGroup,http://www.w3.org/2000/01/rdf-schema#label,rdfs:label,rdfs:label,1
http://schema.org/MusicGroup,schema:MusicGroup,schema:MusicGroup,https://w3id.org/polifonia/ontology/core/isMemberOf,core:isMemberOf,core:isMemberOf,1
http://schema.org/Organization,schema:Organization,schema:Organization,http://schema.org/foundingDate,schema:foundingDate,schema:foundingDate,1
http://schema.org/Organization,schema:Organization,schema:Organization,http://wembrewind.live/ex#archived,ex:archived,ex:archived,1
http://schema.org/Organization,schema:Organization,schema:Organization,http://wembrewind.live/ex#coverageNote,ex:coverageNote,ex:coverageNote,1
http://schema.org/Person,schema:Person,schema:Person,http://schema.org/member,schema:member,schema:member,1
http://schema.org/Person,schema:Person,schema:Person,https://w3id.org/polifonia/ontology/core/hasMember,core:hasMember,core:hasMember,1
http://schema.org/Place,schema:Place,schema:Place,http://wembrewind.live/ex#attendance,ex:attendance,ex:attendance,1
http://schema.org/Schedule,schema:Schedule,schema:Schedule,http://schema.org/about,schema:about,schema:about,1
http://schema.org/Schedule,schema:Schedule,schema:Schedule,http://schema.org/description,schema:description,schema:description,1
http://schema.org/StadiumOrArena,schema:StadiumOrArena,schema:StadiumOrArena,http://wembrewind.live/ex#attendance,ex:attendance,ex:attendance,1
http://wembrewind.live/ex#MedicalEvent,ex:MedicalEvent,ex:MedicalEvent,http://schema.org/isPartOf,schema:isPartOf,schema:isPartOf,1
http://wembrewind.live/ex#MedicalEvent,ex:MedicalEvent,ex:MedicalEvent,http://schema.org/name,schema:name,schema:name,1
http://www.w3.org/2004/02/skos/core#ConceptScheme,skos:ConceptScheme,skos:ConceptScheme,http://www.w3.org/2004/02/skos/core#prefLabel,skos:prefLabel,skos:prefLabel,1
https://w3id.org/polifonia/ontology/music-meta/MusicArtist,mm:MusicArtist,mm:MusicArtist,http://www.w3.org/2000/01/rdf-schema#label,rdfs:label,rdfs:label,1
https://w3id.org/polifonia/ontology/music-meta/MusicArtist,mm:MusicArtist,mm:MusicArtist,https://w3id.org/polifonia/ontology/core/isMemberOf,core:isMemberOf,core:isMemberOf,1
https://w3id.org/polifonia/ontology/music-meta/Musician,mm:Musician,mm:Musician,http://schema.org/member,schema:member,schema:member,1
https://w3id.org/polifonia/ontology/music-meta/Musician,mm:Musician,mm:Musician,https://w3id.org/polifonia/ontology/core/hasMember,core:hasMember,core:hasMember,1
